,App,Category,Rating,Reviews,Size,Installs,Free,Price,Content Rating,Genres_1,Genres_2,Last Updated,Current Ver,Android Ver
3058,Detect-O-Gromit (D.O.G 2),FAMILY,3,45,47000000,10000,FALSE,2.49,Everyone,Entertainment,nan,2018-07-16 00:00:00,1.2,5.0
3059,O Shopping,SHOPPING,3,671,3600000,100000,TRUE,0,Everyone,Shopping,nan,2018-07-23 00:00:00,1.1.2,4.0.3
3060,AC Remote for O General - NOW FREE,TOOLS,3,274,26000000,50000,TRUE,0,Everyone,Tools,nan,2018-07-30 00:00:00,6.1.7,4.2
3061,O'Route Orienteering,SPORTS,4,6,1300000,100,FALSE,3.02,Everyone,Sports,nan,2017-12-27 00:00:00,2.0.5,3.0
3062,Drink-O-Tron The Drinking Game,GAME,4,140,45000000,50000,TRUE,0,Mature 17+,Card,nan,2017-05-31 00:00:00,1.64,4.0.3
3063,Multiling O Keyboard + emoji,PRODUCTIVITY,4,30443,540000,1000000,TRUE,0,Everyone,Productivity,nan,2018-03-07 00:00:00,0.54.2.4,2.1
3064,Google I/O 2018,BOOKS_AND_REFERENCE,4,22401,4600000,500000,TRUE,0,Everyone,Books & Reference,nan,2018-07-05 00:00:00,6.1.2,5.0
3065,Prime Key for Nougat Launcher& O Launcher &KitKat,PERSONALIZATION,4,324,313000,5000,FALSE,6.99,Everyone,Personalization,nan,2017-08-20 00:00:00,5.1,5.1
3066,OO Launcher for Android O 8.0 Oreo™ Launcher,PERSONALIZATION,4,14832,8600000,1000000,TRUE,0,Everyone,Personalization,nan,2018-03-08 00:00:00,4.6,4.0
3067,Band O'Clock,LIFESTYLE,3,1140,746000,100000,TRUE,0,Everyone,Lifestyle,nan,2011-03-12 00:00:00,0.11,2.1
3068,O Launcher,TOOLS,4,2059,10000000,100000,TRUE,0,Everyone,Tools,nan,2018-05-22 00:00:00,1.1.4,5.0
3069,O-Star,DATING,4,59,38000000,5000,TRUE,0,Everyone,Dating,nan,2018-07-19 00:00:00,1.0.1,4.3
3070,Verdad o Reto,SOCIAL,3,826,5100000,500000,TRUE,0,Teen,Social,nan,2018-10-05 00:00:00,2.0,4.1
3071,Pixlr-o-matic,PHOTOGRAPHY,4,180697,6100000,10000000,TRUE,0,Everyone,Photography,nan,2017-04-25 00:00:00,2.2.5,2.1
3072,O-Level Past Papers & Solution (up to 2017),FAMILY,3,589,28000000,100000,TRUE,0,Everyone,Education,nan,2018-11-06 00:00:00,8.3.2,4.0.3
3073,"O Multiple - App Cloner, Duals APP, tarallel",TOOLS,3,145,5200000,50000,TRUE,0,Everyone,Tools,nan,2018-05-15 00:00:00,1.0.7,4.1
3074,The Maze Runner,GAME,4,428268,22000000,10000000,TRUE,0,Everyone,Action,nan,2015-09-14 00:00:00,1.8.1,2.3
3075,PicsArt Photo Studio: Collage Maker & Pic Editor,PHOTOGRAPHY,4,7590099,34000000,100000000,TRUE,0,Teen,Photography,nan,2018-07-31 00:00:00,9.40.3,4.0.3
3076,P Icon Pack for Pixel,PERSONALIZATION,4,38,51000000,1000,TRUE,0,Everyone,Personalization,nan,2018-06-05 00:00:00,1.0.3,4.1
3077,Android P | Xperia™ Theme 4800+ icons,PERSONALIZATION,4,29,39000000,100,FALSE,1.99,Everyone,Personalization,nan,2018-05-16 00:00:00,1.0.0,6.0
3078,P-Home for KLWP,PERSONALIZATION,5,4,12000000,100,FALSE,0.99,Everyone,Personalization,nan,2018-05-15 00:00:00,v2018.May.15.14,5.0
3079,"Super P Launcher for Android P 9.0 launcher, theme",TOOLS,4,2026,7500000,100000,TRUE,0,Everyone,Tools,nan,2018-03-08 00:00:00,1.9,4.0
3080,pixiv,SOCIAL,4,86956,24000000,1000000,TRUE,0,Mature 17+,Social,nan,2018-03-08 00:00:00,5.0.109,4.4
3081,[Sub/EMUI] P Pro - EMUI 8.1/8.0/5.X Theme,PERSONALIZATION,4,13,19000000,100,FALSE,0.99,Everyone,Personalization,nan,2018-07-20 00:00:00,H7SubTV0.1_TV0.4,7.0
3082,Theme Android P Design for LG V30,PERSONALIZATION,4,35,5200000,500,FALSE,1.49,Everyone,Personalization,nan,2018-04-26 00:00:00,1.33,7.0
3083,Theme Android P for LG G7 & V35,PERSONALIZATION,4,5,4500000,100,FALSE,1.49,Everyone,Personalization,nan,2018-07-07 00:00:00,1.1,8.0
3084,Volume Slider Like Android P Volume Control,TOOLS,4,1129,1700000,10000,FALSE,0.99,Everyone,Tools,nan,2018-06-30 00:00:00,1.28,4.1
3085,P Launcher for Android™ 9.0,PERSONALIZATION,3,35,6300000,5000,TRUE,0,Everyone,Personalization,nan,2018-01-07 00:00:00,0.9.3,5.0
3086,Theme Android P Black design for LG V30,PERSONALIZATION,4,8,6200000,100,FALSE,1.49,Everyone,Personalization,nan,2018-06-04 00:00:00,1.1,7.0
3087,P Launcher Theme For Android™ 9.0,PERSONALIZATION,3,213,28000000,10000,TRUE,0,Everyone,Personalization,nan,2018-05-18 00:00:00,1.4,4.0
3088,Theme Android P Black for LG G7 & V35,PERSONALIZATION,4,5,4300000,100,FALSE,1.49,Everyone,Personalization,nan,2018-07-31 00:00:00,1.3,7.0
3089,P Theme for Android™ P 9.0 Style Launcher,PERSONALIZATION,4,216,5700000,50000,TRUE,0,Everyone,Personalization,nan,2018-04-13 00:00:00,1.4,4.1
3090,Android P 9.0,PERSONALIZATION,3,12,4900000,500,TRUE,0,Everyone,Personalization,nan,2018-05-30 00:00:00,2.0,4.0.3
3091,Android P Wallpapers,PERSONALIZATION,3,53,2000000,5000,TRUE,0,Everyone,Personalization,nan,2018-12-02 00:00:00,1,4.0.3
3092,P XPERIA Theme™ | Design For SONY 🎨,PERSONALIZATION,4,147,16000000,10000,TRUE,0,Everyone,Personalization,nan,2018-05-28 00:00:00,1.0.0,4.4
3093,Parallel Space - Multiple accounts & Two face,PERSONALIZATION,4,3062845,7400000,100000000,TRUE,0,Everyone,Personalization,nan,2018-03-08 00:00:00,4.0.8552,4.0.3
3094,P9 Launcher - Android™ 9.0 P Launcher Style,TOOLS,4,1162,7300000,100000,TRUE,0,Everyone,Tools,nan,2018-06-07 00:00:00,2.5,4.1
3095,Android P Style Icon Pack,PERSONALIZATION,5,1,60000000,100,FALSE,0.99,Everyone,Personalization,nan,2018-06-16 00:00:00,1.0,4.1
3096,Android P Stock Wallpapers,PERSONALIZATION,4,16,3700000,1000,TRUE,0,Everyone,Personalization,nan,2018-01-08 00:00:00,2.3.0,5.0
3097,G-Pix [Android P] Dark EMUI 8/5 THEME,PERSONALIZATION,4,169,24000000,10000,TRUE,0,Everyone,Personalization,nan,2018-03-25 00:00:00,7,4.4
3098,G-Pix [Android P] EMUI 8/5 THEME,PERSONALIZATION,4,720,10000000,100000,TRUE,0,Everyone,Personalization,nan,2018-03-13 00:00:00,12,4.4
3099,Android-P Mono Grey EMUI 8/5 Theme,PERSONALIZATION,4,61,7500000,10000,TRUE,0,Everyone,Personalization,nan,2018-04-04 00:00:00,4,4.4
3100,Materialistic P Wallpapers,PERSONALIZATION,4,24,3600000,1000,TRUE,0,Everyone,Personalization,nan,2018-03-08 00:00:00,2.244,5.0
3101,Android P Rotation,TOOLS,4,502,2000000,10000,TRUE,0,Everyone,Tools,nan,2018-07-15 00:00:00,1.5,5.0
3102,Android P Launcher 9.0 launcher,TOOLS,4,164,2300000,10000,TRUE,0,Everyone,Tools,nan,2018-04-23 00:00:00,1.0,5.0
3103,Pixel Oreo/P Dark White AMOLED UI - Icon Pack,PERSONALIZATION,4,18,16000000,5000,FALSE,1.49,Everyone,Personalization,nan,2018-06-21 00:00:00,5.1,4.0.3
3104,pretty Easy privacy p≡p,COMMUNICATION,3,21,20000000,500,FALSE,0.99,Everyone,Communication,nan,2018-07-30 00:00:00,1.0.100rc1.withoutKeysync,5.0
3105,"Q Alerts: QAnon Drop Notifications, Research +++",NEWS_AND_MAGAZINES,4,143,26000000,5000,FALSE,0.99,Mature 17+,News & Magazines,nan,2018-07-26 00:00:00,4.1.10,4.1
3106,The Q - Live Trivia Game Network,GAME,2,1486,14000000,100000,TRUE,0,Everyone,Trivia,nan,2018-03-08 00:00:00,2.4.8,5.0
3107,Fossil Q,LIFESTYLE,2,6627,18000000,500000,TRUE,0,Everyone,Lifestyle,nan,2018-01-08 00:00:00,2.5.1,4.4
3108,Q,FAMILY,4,69126,60000000,1000000,TRUE,0,Everyone,Puzzle,nan,2018-04-19 00:00:00,2.9.4,4.0
3109,Q Cat Live Wallpaper,PERSONALIZATION,4,4383,7100000,500000,TRUE,0,Teen,Personalization,nan,2015-03-16 00:00:00,2.7,2.3.3
3110,Fossil Q Legacy,LIFESTYLE,2,680,60000000,50000,TRUE,0,Everyone,Lifestyle,nan,2017-09-19 00:00:00,1.0.1,4.4
3111,Offroad Car Q,FAMILY,4,24668,40000000,1000000,TRUE,0,Everyone,Simulation,nan,2016-04-08 00:00:00,1.0.2,2.3.3
3112,Q*bert: Rebooted,GAME,4,13788,55000000,1000000,TRUE,0,Everyone,Arcade,nan,2017-01-04 00:00:00,1.1,4.4
3113,Gun Shoot War Q,GAME,4,26893,20000000,1000000,TRUE,0,Teen,Arcade,nan,2017-01-03 00:00:00,1.0.5,2.3
3114,FaceQ,FAMILY,4,591411,19000000,10000000,TRUE,0,Teen,Entertainment,nan,2017-05-16 00:00:00,3.4.1,3.0
3115,Q Link Wireless Zone,PRODUCTIVITY,4,2194,17000000,500000,TRUE,0,Everyone,Productivity,nan,2018-08-03 00:00:00,2.0.4,4.4
3116,Q Avatar (Avatar Maker),COMICS,4,2012,3600000,100000,TRUE,0,Everyone,Comics,nan,2017-04-03 00:00:00,1.3.5,2.3
3117,Q downloader : download your social media videos,FAMILY,4,41,4500000,1000,TRUE,0,Everyone,Entertainment,nan,2018-06-21 00:00:00,1.1.2.1,4.0.3
3118,Q Avatar Pro,FAMILY,4,4,3600000,100,FALSE,1.49,Teen,Entertainment,nan,2017-04-03 00:00:00,1.3.5,2.3
3119,Q-See Plus,VIDEO_PLAYERS,2,32,33000000,5000,TRUE,0,Everyone,Video Players & Editors,nan,2018-09-07 00:00:00,3.1.0,4.0.3
3120,Q Wunder,FAMILY,3,156,43000000,10000,TRUE,0,Everyone,Education,Education,2018-06-30 00:00:00,2.0.13,4.1
3121,Q-See QC View,TOOLS,3,657,21000000,100000,TRUE,0,Everyone,Tools,nan,2018-01-19 00:00:00,3.49.0202,4.0.3
3122,Leica Q,PHOTOGRAPHY,3,133,2300000,10000,TRUE,0,Everyone,Photography,nan,2018-08-05 00:00:00,1.0.2.1,4.0
3123,Q Remote Control,TOOLS,3,4264,14000000,500000,TRUE,0,Everyone,Tools,nan,2014-12-07 00:00:00,2.6.1,2.3
3124,Q-Ticketing,MAPS_AND_NAVIGATION,3,114,19000000,10000,TRUE,0,Everyone,Maps & Navigation,nan,2017-12-18 00:00:00,1.8.3111,4.3
3125,DJMAX TECHNIKA Q - Music Game,GAME,4,21107,95000000,100000,TRUE,0,Everyone,Music,nan,2018-07-30 00:00:00,1.2.1,4.0.3
3126,myQ,TOOLS,3,3642,29000000,100000,TRUE,0,Everyone,Tools,nan,2018-07-23 00:00:00,3.2.0,4.0.3
3127,QR Code Reader,TOOLS,4,495971,2700000,50000000,TRUE,0,Everyone,Tools,nan,2016-03-16 00:00:00,2.3,2.3.3
3128,Q-slope,TOOLS,4,2,3900000,50,FALSE,1.76,Everyone,Tools,nan,2017-03-12 00:00:00,5.0,4.3
3129,Q-Tech Companion App,FOOD_AND_DRINK,1,17,3100000,10000,TRUE,0,Everyone,Food & Drink,nan,2017-08-03 00:00:00,1.6.3,4.4
3130,Q Mobile Banking,FINANCE,4,460,12000000,10000,TRUE,0,Everyone,Finance,nan,2018-06-26 00:00:00,5.9.1.0,5.0
3131,Q Quiz SK,FAMILY,3,159,39000000,5000,TRUE,0,Everyone,Education,nan,2015-08-12 00:00:00,2.3,2.3
3132,Big Q Car Service,MAPS_AND_NAVIGATION,4,75,26000000,5000,TRUE,0,Everyone,Maps & Navigation,nan,2017-05-15 00:00:00,3.002,4.0.3
3133,Q-See QT View,TOOLS,3,7357,19000000,100000,TRUE,0,Everyone,Tools,nan,2018-12-07 00:00:00,4.4.1,5.0
3134,ROBLOX,FAMILY,4,4443407,67000000,100000000,TRUE,0,Everyone 10+,Adventure,Action & Adventure,2018-07-31 00:00:00,2.347.225742,4.1
3135,"DataCamp - Learn R, Python & SQL",FAMILY,4,944,12000000,100000,TRUE,0,Everyone,Education,nan,2018-01-08 00:00:00,3.1.0,4.1
3136,R Language Reference Guide,BOOKS_AND_REFERENCE,3,54,2800000,10000,TRUE,0,Everyone,Books & Reference,nan,2017-12-24 00:00:00,1.11,4.0
3137,Run R Script - Online Statistical Data Analysis,FAMILY,3,8,6200000,1000,TRUE,0,Everyone,Education,nan,2018-04-04 00:00:00,1.1 Build 226,2.2
3138,R Programming Language,FAMILY,3,39,2900000,1000,TRUE,0,Everyone,Education,nan,2017-12-21 00:00:00,1.0,4.2
3139,R. Physics Puzzle Game,FAMILY,4,5369,60000000,500000,TRUE,0,Everyone,Puzzle,nan,2018-04-19 00:00:00,1.0.16,4.3
3140,R Instructor,FAMILY,4,135,4900000,1000,FALSE,4.84,Everyone,Education,nan,2014-02-21 00:00:00,2.03,3.0
3141,GT-R R35 Drift Simulator,FAMILY,4,1852,62000000,100000,TRUE,0,Everyone,Simulation,nan,2017-10-31 00:00:00,1.0,2.3
3142,Offroad Pickup Truck R,FAMILY,4,6367,96000000,1000000,TRUE,0,Everyone,Simulation,nan,2017-07-14 00:00:00,1.4,2.3
3143,R Programing Offline Tutorial,BOOKS_AND_REFERENCE,5,4,3900000,1000,TRUE,0,Everyone,Books & Reference,nan,2018-03-15 00:00:00,1.0.0,4.1
3144,Learn R Language Easy Way,FAMILY,4,17,2200000,10000,TRUE,0,Everyone,Education,nan,2017-09-24 00:00:00,1.22,4.0.3
3145,.R,TOOLS,4,259,203000,10000,TRUE,0,Everyone,Tools,nan,2014-09-16 00:00:00,1.1.06,1.5
3146,R-TYPE II,GAME,4,5682,37000000,50000,FALSE,1.99,Everyone,Arcade,nan,2017-02-03 00:00:00,1.1.5,2.3.3
3147,R Programming Solution,FAMILY,3,169,7700000,10000,TRUE,0,Everyone,Education,nan,2016-06-20 00:00:00,1.0.3,4.0
3148,Learn R - Programming Concepts,FAMILY,3,6,2900000,1000,TRUE,0,Everyone,Education,nan,2017-04-25 00:00:00,1.0.1,4.0.3
3149,Car Parking Nissan GT-R R35 Simulator,FAMILY,3,513,34000000,100000,TRUE,0,Everyone,Simulation,nan,2017-05-12 00:00:00,1.0,4.0
3150,R-net for Android,PRODUCTIVITY,3,48,58000,5000,TRUE,0,Everyone,Productivity,nan,2013-07-08 00:00:00,1.0,3.1
3151,R File Manager,TOOLS,4,17,6700000,50,TRUE,0,Everyone,Tools,nan,2018-05-05 00:00:00,v2,4.4
3152,R-TYPE,GAME,4,7687,23000000,100000,FALSE,1.99,Everyone,Arcade,nan,2017-02-27 00:00:00,2.3.1,2.3.3
3153,R Studio,SHOPPING,3,23,8900000,5000,TRUE,0,Everyone,Shopping,nan,2016-08-07 00:00:00,2.1.1,4.0.3
3154,Day R Premium,FAMILY,4,51068,57000000,100000,FALSE,4.99,Teen,Role Playing,nan,2018-06-21 00:00:00,1.574,4.0.3
3155,"Join R, Community Engagement",SOCIAL,4,144,12000000,1000,TRUE,0,Teen,Social,nan,2017-01-31 00:00:00,1.0.12,4.0.3
3156,R Bank,FINANCE,4,90,13000000,5000,TRUE,0,Everyone,Finance,nan,2018-05-30 00:00:00,5.9.1.0,5.0
3157,Elemental Knights R Platinum,FAMILY,3,2925,93000000,50000,FALSE,4.77,Teen,Role Playing,nan,2018-01-08 00:00:00,6.2.1,4.1
3158,Wonder5 Masters R,FAMILY,4,1655,83000000,100000,TRUE,0,Everyone,Role Playing,nan,2018-02-08 00:00:00,1.1.52,4.3
3159,Neon-R (Red),PERSONALIZATION,4,25,41000000,100,FALSE,0.99,Everyone,Personalization,nan,2015-12-03 00:00:00,1.0,4.0.3
3160,R. Lee Ermey's Official Sound,FAMILY,4,1696,2700000,100000,TRUE,0,Mature 17+,Entertainment,nan,2012-09-19 00:00:00,1.4,2.1
3161,SHAREit - Transfer & Share,TOOLS,4,7775146,17000000,500000000,TRUE,0,Everyone,Tools,nan,2018-07-30 00:00:00,4.5.28_ww,4.1
3162,S Launcher for Galaxy TouchWiz,PERSONALIZATION,4,11244,2200000,1000000,TRUE,0,Everyone,Personalization,nan,2018-12-06 00:00:00,1.1.1,4.1
3163,S Player - Lightest and Most Powerful Video Player,TOOLS,4,14224,7100000,1000000,TRUE,0,Everyone,Tools,nan,2017-12-10 00:00:00,1.0.98_ww,2.3
3164,Offroad Pickup Truck S,FAMILY,4,5178,20000000,1000000,TRUE,0,Everyone,Simulation,nan,2017-10-10 00:00:00,1.7,2.3
3165,S Launcher Pro for Galaxy,PERSONALIZATION,4,47,26000,1000,FALSE,4.99,Everyone,Personalization,nan,2016-12-02 00:00:00,1.0,4.1
3166,"S Photo Editor - Collage Maker , Photo Collage",PHOTOGRAPHY,4,972574,45000000,100000000,TRUE,0,Everyone,Photography,nan,2018-03-08 00:00:00,2.31,4.1
3167,Stupid Zombies,GAME,4,464900,33000000,10000000,TRUE,0,Teen,Arcade,nan,2018-06-27 00:00:00,2.0.5,4.2
3168,S’more - Earn Cash Rewards,PRODUCTIVITY,4,15097,14000000,1000000,TRUE,0,Everyone,Productivity,nan,2018-07-23 00:00:00,1.6.0,4.2
3169,PitchBlack S - Samsung Substratum Theme “For Oreo”,PERSONALIZATION,4,90,37000000,1000,FALSE,1.99,Everyone,Personalization,nan,2018-04-08 00:00:00,12.6,7.0
3170,Samsung Smart Switch Mobile,TOOLS,4,146913,24000000,100000000,TRUE,0,Everyone,Tools,nan,2018-07-18 00:00:00,3.5.02.15,4.0
3171,"S S9 Launcher - Galaxy S8/S9 Launcher, theme, cool",TOOLS,4,22503,6500000,1000000,TRUE,0,Everyone,Tools,nan,2018-06-07 00:00:00,4.1,4.1
3172,Five Nights at Freddy's 2 Demo,FAMILY,4,1503544,40000000,50000000,TRUE,0,Teen,Strategy,nan,2014-11-15 00:00:00,1.07,2.3
3173,Crime Wars S. Andreas,GAME,4,5785,93000000,500000,TRUE,0,Teen,Racing,nan,2017-12-04 00:00:00,1.2,2.3
3174,S Pen Keeper,TOOLS,3,560,314000,50000,TRUE,0,Everyone,Tools,nan,2018-08-06 00:00:00,2.1.0.032,4.0.3
3175,SH Script Runner,PRODUCTIVITY,3,334,3700000,50000,TRUE,0,Everyone,Productivity,nan,2018-02-01 00:00:00,1.07,4.1
3176,City Taxi Driver sim 2016: Cab simulator Game-s,FAMILY,4,16111,57000000,1000000,TRUE,0,Everyone,Simulation,nan,2018-12-06 00:00:00,1.11,4.1
3177,Shopping List S PRO,SHOPPING,4,14,2700000,100,FALSE,2.49,Everyone,Shopping,nan,2018-05-16 00:00:00,2.10,4.1
3178,Tinder,LIFESTYLE,4,2789775,68000000,100000000,TRUE,0,Mature 17+,Lifestyle,nan,2018-02-08 00:00:00,9.5.0,4.4
3179,"Topbuzz: Breaking News, Videos & Funny GIFs",NEWS_AND_MAGAZINES,4,174827,25000000,10000000,TRUE,0,Mature 17+,News & Magazines,nan,2018-04-08 00:00:00,6.7.3,4.0
3180,Dino T-Rex,GAME,4,69115,2400000,10000000,TRUE,0,Everyone,Arcade,nan,2018-06-13 00:00:00,1.36,4.1
3181,AT&T U-verse,FAMILY,3,38606,96000000,1000000,TRUE,0,Everyone,Entertainment,nan,2018-06-13 00:00:00,5.9.0.0031,4.1
3182,T Uploader,FAMILY,4,75,2200000,10000,TRUE,0,Everyone,Education,nan,2017-11-24 00:00:00,0.1.5,4.0
3183,T-Mobile DIGITS,COMMUNICATION,3,1820,33000000,100000,TRUE,0,Everyone,Communication,nan,2018-02-15 00:00:00,1.1.50,4.4
3184,DIRECTV Remote App,FAMILY,3,480,19000000,1000000,TRUE,0,Everyone,Entertainment,nan,2017-08-31 00:00:00,2.40,6.0
3185,T-Mobile Tuesdays,LIFESTYLE,4,53144,21000000,5000000,TRUE,0,Everyone,Lifestyle,nan,2018-07-13 00:00:00,4.8.0,5.0
3186,AT&T Mobile Transfer,PRODUCTIVITY,4,22775,26000000,10000000,TRUE,0,Everyone,Productivity,nan,2018-07-31 00:00:00,3.8.2,4.4
3187,T-Mobile Content Transfer,PRODUCTIVITY,4,370,29000000,500000,TRUE,0,Everyone,Productivity,nan,2018-01-25 00:00:00,2.1.5,4.0
3188,I Can't Wake Up!,TOOLS,4,963,3700000,10000,FALSE,2.99,Everyone,Tools,nan,2018-05-25 00:00:00,3.4.0,4.0
3189,AT&T FamilyMap®,TOOLS,3,21592,25000000,10000000,TRUE,0,Everyone,Tools,nan,2017-10-24 00:00:00,10.1.1,4.0.3
3190,T-Mobile® FamilyMode™,PARENTING,3,103,28000000,10000,TRUE,0,Everyone,Parenting,nan,2018-06-29 00:00:00,1.0.2-alpha4,4.4
3191,Portable Wi-Fi hotspot,COMMUNICATION,3,138129,2100000,10000000,TRUE,0,Everyone,Communication,nan,2018-06-05 00:00:00,1.5.2.4-23,2.3
3192,AT&T Call Protect,COMMUNICATION,4,6454,15000000,5000000,TRUE,0,Everyone,Communication,nan,2018-03-05 00:00:00,1.5.13-3598,5.0
3193,Don't Starve: Pocket Edition,GAME,4,17988,7900000,100000,FALSE,4.99,Teen,Adventure,nan,2018-07-25 00:00:00,1.06,5.0
3194,"Please, Don't Touch Anything",FAMILY,4,1771,46000000,10000,FALSE,4.99,Teen,Puzzle,nan,2016-04-20 00:00:00,1.1.0,2.3
3195,AT&T DriveMode,MAPS_AND_NAVIGATION,3,8465,8900000,10000000,TRUE,0,Everyone,Maps & Navigation,nan,2018-03-05 00:00:00,1.0.4.3,4.1
3196,The T Factor,EVENTS,4,48,13000000,1000,TRUE,0,Everyone,Events,nan,2017-09-26 00:00:00,8.8,4.2
3197,Please Don't Touch Anything 3D,FAMILY,4,146,20000000,5000,FALSE,5.99,Teen,Puzzle,nan,2016-07-12 00:00:00,1.1,4.4
3198,Don't touch my phone,TOOLS,3,21943,2300000,5000000,TRUE,0,Everyone,Tools,nan,2016-10-19 00:00:00,30,2.3
3199,Don't Starve: Shipwrecked,GAME,4,1468,4900000,10000,FALSE,4.99,Teen,Adventure,nan,2018-10-07 00:00:00,0.16,5.0
3200,Ludo - Don't get angry,GAME,4,131,23000000,1000,FALSE,1.61,Everyone,Board,nan,2016-02-24 00:00:00,1.6.3,2.3.3
3201,Jurassic Life: T Rex Simulator,FAMILY,4,1088,35000000,10000,FALSE,0.99,Everyone 10+,Simulation,nan,2014-08-19 00:00:00,1.2,2.0.1
3202,T-Mobile SyncUP DRIVE,AUTO_AND_VEHICLES,4,1981,18000000,100000,TRUE,0,Everyone,Auto & Vehicles,nan,2018-01-08 00:00:00,2.15.1.4,5.0
3203,T-shirt design - Snaptee,LIFESTYLE,4,29756,45000000,1000000,TRUE,0,Everyone,Lifestyle,nan,2018-07-19 00:00:00,1.1.6.1,4.1
3204,MBTA GPS - Track the T,MAPS_AND_NAVIGATION,3,82,5600000,5000,TRUE,0,Everyone,Maps & Navigation,nan,2018-02-23 00:00:00,5.1.0,4.1
3205,T. Rowe Price Personal® App,FINANCE,4,1057,4500000,50000,TRUE,0,Everyone,Finance,nan,2018-06-07 00:00:00,1.7,6.0
3206,Můj T-Mobile Business,PRODUCTIVITY,3,10490,5800000,1000000,TRUE,0,Everyone,Productivity,nan,2018-07-24 00:00:00,3.1.7,4.1
3207,U by BB&T,FINANCE,4,16600,24000000,1000000,TRUE,0,Everyone,Finance,nan,2018-06-19 00:00:00,1.7.7,4.4
3208,U LIVE – Video Chat & Stream,SOCIAL,4,67611,21000000,1000000,TRUE,0,Mature 17+,Social,nan,2018-04-23 00:00:00,263.16.29,4.0.3
3209,"U - Webinars, Meetings & Messenger",COMMUNICATION,4,6601,31000000,500000,TRUE,0,Everyone,Communication,nan,2018-02-07 00:00:00,4.7.0,4.1
3210,Hollywood U: Rising Stars,FAMILY,4,233588,74000000,5000000,TRUE,0,Teen,Simulation,nan,2017-04-21 00:00:00,3.8.0,4.0.3
3211,U-Dictionary: Best English Learning Dictionary,FAMILY,4,166886,21000000,10000000,TRUE,0,Everyone 10+,Education,nan,2018-07-29 00:00:00,3.6.2,4.0.3
3212,Ustream,VIDEO_PLAYERS,4,93638,7300000,10000000,TRUE,0,Mature 17+,Video Players & Editors,nan,2018-11-07 00:00:00,3.2.2,4.1
3213,UC Browser Mini -Tiny Fast Private & Secure,COMMUNICATION,4,3648765,3300000,100000000,TRUE,0,Teen,Communication,nan,2018-07-18 00:00:00,11.4.0,4.0
3214,ENCHANT U,FAMILY,4,83977,11000000,500000,TRUE,0,Everyone,Casual,nan,2012-08-11 00:00:00,1.2.2,2.1
3215,/u/app,COMMUNICATION,4,573,53000000,10000,TRUE,0,Mature 17+,Communication,nan,2018-03-07 00:00:00,4.2.4,4.1
3216,Kicker U,LIFESTYLE,4,124,37000000,5000,FALSE,3.99,Everyone,Lifestyle,nan,2018-06-13 00:00:00,3.04,4.0.3
3217,U-Haul,TRAVEL_AND_LOCAL,3,852,37000000,100000,TRUE,0,Everyone,Travel & Local,nan,2018-07-31 00:00:00,2.2.1,4.4
3218,Vienna U-Bahn,MAPS_AND_NAVIGATION,3,139,2000000,10000,TRUE,0,Everyone,Maps & Navigation,nan,2018-07-25 00:00:00,1.21.0,4.0
3219,Kicker U Lite,LIFESTYLE,4,438,26000000,50000,TRUE,0,Everyone,Lifestyle,nan,2013-09-27 00:00:00,2.0.0,2.1
3220,U-Scan,TOOLS,3,784,42000000,50000,TRUE,0,Everyone,Tools,nan,2016-09-29 00:00:00,1.2.6 (94),2.2
3221,Octo U: Your driving companion,TRAVEL_AND_LOCAL,3,331,7800000,50000,TRUE,0,Everyone,Travel & Local,nan,2018-03-13 00:00:00,1.1.47,4.3
3222,I Love U Theme&Emoji Keyboard,PERSONALIZATION,4,655,3500000,100000,TRUE,0,Everyone,Personalization,nan,2018-08-05 00:00:00,4.3,4.1
3223,Channel U,FAMILY,4,34,14000000,1000,TRUE,0,Everyone,Entertainment,nan,2018-05-21 00:00:00,1.3,4.1
3224,"Parallel U - App Cloner, Duals APP, tarallel",TOOLS,4,3315,5100000,500000,TRUE,0,Everyone,Tools,nan,2018-05-15 00:00:00,1.0.24,4.1
3225,U Pull It Auto Dismantler,BUSINESS,3,71,1900000,10000,TRUE,0,Everyone,Business,nan,2013-05-14 00:00:00,1.0,1.6
3226,Wii U Simulator,FAMILY,3,1178,38000000,100000,TRUE,0,Everyone 10+,Simulation,nan,2018-08-04 00:00:00,1.0.1,5.0
3227,U Camera : Phone 6s OS 9 style,PHOTOGRAPHY,4,2158,3000000,500000,TRUE,0,Everyone,Photography,nan,2017-08-28 00:00:00,1.0.3,4.0
3228,U get - Wireless Speed Test,TOOLS,4,26,2200000,5000,TRUE,0,Everyone,Tools,nan,2018-04-06 00:00:00,1.3.5,4.0
3229,U Guard,TOOLS,3,245,3500000,10000,TRUE,0,Everyone,Tools,nan,2016-08-31 00:00:00,1.1.6.6,2.3
3230,DRC Sim - Wii U Gamepad,FAMILY,2,210,4000000,10000,TRUE,0,Everyone,Casual,nan,2017-06-25 00:00:00,2.0,2.3
3231,"See U - Random video chat, video chat",SOCIAL,4,568,27000000,100000,TRUE,0,Mature 17+,Social,nan,2018-04-13 00:00:00,1.4.1,4.1
3232,[verify-U] VideoIdent,COMMUNICATION,2,83,13000000,10000,TRUE,0,Everyone,Communication,nan,2018-04-26 00:00:00,2.4.0,5.0
